NAME_BT,NAME1,BRAND1,NAME2,BRAND2,NAME3,BRAND3,NAME4,BRAND4
,SKY,BT TV,FIRE TV STICK,,,,,
,CHROMECAST,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,LG DSC9S,LG,,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,TELENOR DIGITALBOKS,TELENOR,,,,
,HDMI 1,,,,,,,
,JBL BAR 800,,,,,,,
,APPLE TV,APPLE,,,,,,
,LG S70TY,LG,ANDROID?TV,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 1,,,,,,,
LG-SQM1 (38),,,,,,,,
,WI-FI PREMIUM+,NETIA,,,,,,
,BREDBANDSBOLAGET DIGITALBOX,BREDBANDSBOLAGET,LG NS70TY,LG,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,HDMI 1,,,,,,,
,AMAZON FIRE T,,,,,,,
,XBOX CONSOLE DE JEU,XBOX,BD_PLAYER,LG,,,,
,SFR BO횓TIER D횋CODEUR /BOX INTERNET,SFR,,,,,,
,TV DA SALA DE,VODAFONE,,,,,,
,,KPN,,,,,,
,MOVISTAR TV,,,,,,,
,HDMI 3,,,,,,,
,HDMI 2,,,,,,,
,DIGI BELT횋RI EGYS횋G,DIGI,CANAL+ APP,,,,,
,HDMI 2,,,,,,,
,FREEBOX PLAYER,FREEBOX,,,,,,
,AV,,,,,,,
,T-MOBILE SET TOP BOX,T-MOBILE,,,,,,
JBL CINEMA SB560(55),,,,,,,,
,LG CHANNELS,,,,,,,
,HDMI 1,,LG CHANNELS,,,,,
,LIVING ROOM T,HUMAX,LG US60T,LG,,,,
,XBOX SPIELKONSOLE,XBOX,POSEIDON M60B,,,,,
,HDMI 3,,,,,,,
,MAGYAR TELEKOM BELT횋RI EGYS횋G,MAGYAR TELEKOM,,,,,,
,PC,,,,,,,
,HDMI 1,,,,,,,
,UPC DEKODER,UPC,,,,,,
,HDMI 1,,,,,,,
,VODAFONE TV,VODAFONE TV(ILLES BALEARS),HDMI 3,,ONO DECODIFICADOR,ONO,,
,HDMI 1,,HDMI 2,,,,,
,SKY Q,SKY Q,FIRE TV STICK,AMAZON,LG SOUND BAR,LG,,
,LG SOUND BAR,LG,,,,,,
,HDMI 1,,,,,,,
,TIMVISION BOX,TIM,,,,,,
,PS5 GAME CONSOLE,PS5,PLAYSTATION 5,PS5,,,,
,LG S80TY,LG,AMAZON FIRETV,AMAZON,,,,
,SKY Q,SKY DEUTSCHLAND,CHROMECAST,,,,,
,HDMI 1,,CINEMA SB510,JBL,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,LG DS40T,LG,,,,
,HDMI 4,,,,,,,
,FIRE TV STICK,,,,,,,
,LG DS77TY,LG,,,,,,
,HDMI 4,,,,,,,
,MAGYAR TELEKOM BELT횋RI EGYS횋G,MAGYAR TELEKOM,,,,,,
,HDMI 2,,,,,,,
,SFR BO횓TIER D횋CODEUR /BOX INTERNET,SFR,,,,,,
,LG S80TY,LG,,,,,,
,HDMI 2,,TURKCELL SET 횥ST횥 KUTU,TURKCELL,,,,
,DIGITURK SET 횥ST횥 KUTU,DIGITURK,,,,,,
,RX-V479,,,,,,,
,B&O THEATRE,,LG CHANNELS,,,,,
,MEDIABOX+,CANAL+ POLSKA,,,,,,
,LG S40T,,AMAZON FIRE T,,,,,
,LG DS40T,LG,,,,,,
,PLAYSTATION 5,PS5,HDMI 4,,,,,
,HDMI 1,,,,,,,
,AV,,,,,,,
SOUNDCORE SPACE ONE(32),HD+,,,,,,,
,HDMI 2,,,,,,,
,HDMI 1,,LG S80TY,LG,HDD RECORDER,SAMSUNG,,
,HDMI 1,,,,,,,
,BEIN 寞?碼万 ?? 碼?魔娩??邈,BEIN,,,,,,
,HDMI,,,,,,,
,AV,,,,,,,
,SKY Q,SKY Q,HDMI 2,,ARC ULTRA,SONOS,CHROMECAST,
,AV,,,,,,,
,FIRE TV STICK,,,,,,,
,HDMI 2,,,,,,,
,SKY Q(WEST MIDLANDS) SET-TOP BOX,SKY Q(WEST MIDLANDS),,,,,,
MONSTER CLARITY 510 AIRLINKS(A3),,,,,,,,
,MAGENTATV ONE,DEUTSCHE TELEKOM,,,,,,
PHILIPS TAB5308(7D),4K GOOGLE TV B,,,,,,,
,SKY Q,SKY Q(SOUTH),,,,,,
,HD+,,,,,,,
,VIP7802,ETISALAT,HDMI 3,,,,,
,MBOX,,,,,,,
,ORANGE FIBRE OPTIQUE BO횓TIER D횋CODEUR /BOX INTERNET,ORANGE FIBRE OPTIQUE,,,,,,
LG DS77TY(E6),LG DS77TY,LG,,,,,,
,HDMI 2,,,,,,,
,LG US70TY,LG,,,,,,
,HDMI 2,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
NUBOX SOUNDBASE  6A2D(2D),MAGENTATV ONE,DEUTSCHE TELEKOM,VIZIO SOUNDBAR,VIZIO,,,,
,PLAYSTATION 5,PS5,,,,,,
,SKY Q,SKY Q(WEST),JBL BAR 300,,,,,
,FIRE TV STICK,,,,,,,
,RECEIVER,,,,,,,
,PS5 CONSOLA DE JUEGOS,PS5,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,CITYPLAY DIGITALBOKS,CITYPLAY,,,,,,
WF-1000XM5(D8),,,,,,,,
,HDMI 1,,,,,,,
????誇課??? SOUNDBAR(57),LG SG10TY,LG,HDMI 4,,,,,
,HD+,,,,,,,
,LG S80TY,LG,HDMI 4,,,,,
,HDMI 3,,,,,,,
,HDMI 1,,,,,,,
,KPN DECODER,KPN,,,,,,
,TV IN WOONKAME,PROXIMUS TV,,,,,,
,TV DA SALA DE,,,,,,,
,RX-V4A,YAMAHA,,,,,,
,CBS540A,,,,,,,
,VODAFONE KABEL DEUTSCHLAND SET-TOP-BOX,VODAFONE KABEL DEUTSCHLAND,,,,,,
ONYX STUDIO 9(55),,,,,,,,
,HDMI 1,,,,,,,
,DIGITURK SET 횥ST횥 KUTU,DIGITURK,LG SOUND BAR,LG,,,,
,MOVISTAR TV(COMUNIDAD DE MADRID) DECODIFICADOR,MOVISTAR TV(COMUNIDAD DE MADRID),,,,,,
,BD_PLAYER,LG,,,,,,
,APPLE TV,APPLE,,,,,,
,HDMI 2,,,,,,,
,LG US90TY,,,,,,,
,DEKODER TV,VECTRA,,,,,,
,SKY Q,SKY Q,,,,,,
,HDMI 1,,,,,,,
,,AMAZON,AMAZON FIRETV,AMAZON,AV RECEIVER,,AVR-X1500H,
,HDMI 1,,,,,,,
,MEDIABOX 2,ZIGGO,BDS280,HARMAN/KARDON,BDS280,HARMAN/KARDON,,
REDMI BUDS 3 LITE(78),,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,BD HTS,,BD HTS,,,,,
,HDMI 1,,,,,,,
,FIRE TV STICK,,,,,,,
VIETA PRO WAY 5(F8),,,,,,,,
,SKY Q,SKY,,,,,,
,SUNRISEUPCTV,UPC,,,,,,
,,PANASONIC,,,,,,
,HDMI 3,,,,,,,
,AV,,X96Q,X96,,,,
,HDMI 1,,,,,,,
,HT-S20R,SONY,,,,,,
PHILIPS TAB6405(D5),,,,,,,,
,HDMI 4,,,,,,,
,RX-V6A,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,BEIN 痲碼??邈? 卍?魔??碼?魔,BEIN,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,SKY Q,SKY DEUTSCHLAND,BD PLAYER,,,,,
,PLAYSTATION 5,PS5,HDMI 2,,,,,
,HDMI 2,,,,,,,
,PLAYSTATION 5,PS5,AUDIO SYSTEM,VIZIO,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,SKY Q(YORKSHIRE) SET-TOP BOX,SKY Q(YORKSHIRE),SONOS BEAM,SONOS,,,,
,NINTENDOSWITCH,NINTENDO SWITCH,,,,,,
,LG DS40T,LG,,,,,,
,LG DS40T,LG,,,,,,
,SKY Q,SKY Q,LG US70TR,LG,,,,
,ARC ULTRA,SONOS,APPLE TV,APPLE,,,,
,XBOX,XBOX,,,,,,
,HDMI 3,,,,,,,
,CINEBAR LUX,TEUFEL,,,,,,
,NINTENDO SWITCH CONSOLA DE JUEGOS,NINTENDO SWITCH,MOVISTAR TV(COMUNIDAD DE MADRID) DECODIFICADOR,MOVISTAR TV(COMUNIDAD DE MADRID),,,,
AIRPODS 3 - FIND MY(3A),SOUNDBAR,SAMSUNG,,,,,,
LG S40T(2E),,,,,,,,
,FERNSEHER IM W,DEUTSCHE TELEKOM,CINEBAR 11,TEUFEL,,,,
,FIRE TV STICK,,,,,,,
,FIRE TV STICK,,,,,,,
,HD+,,,,,,,
,HDMI 4,,HD+,,,,,
LG-SQM1 (B9),FIRE TV STICK,,,,,,,
,LG S20A,,,,,,,
,D-SMART SET 횥ST횥 KUTU,D-SMART,,,,,,
,CANAL+ POLSKA DEKODER,CANAL+ POLSKA,,,,,,
WOHNZIMMER-TV(01),HDMI 1,,HD+,,,,,
,HDMI 3,,,,,,,
,HDMI 1,,,,,,,
,APPLE TV,APPLE,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,HDMI 2,,,,,,,
,TELENOR T-WE,ALLENTE,,,,,,
,VA?EK TV BOX,T-MOBILE,,,,,,
,HDMI 2,,,,,,,
,SKY,BT TV,,,,,,
,PC,,,,,,,
,AMAZON FIRETV,,,,,,,
,LG S70TY,LG,EVOBOX PVR,POLSAT BOX,,,,
,APPLE TV,APPLE,ARC ULTRA,PS5,,,,
,SKY Q,SKY Q,,,,,,
CRYSTAL AUDIO BT-01(67),COSMOTE TV ????廓????????課?誇 SET-TOP BOX,COSMOTE TV,HDMI 4,,,,,
,HDMI 2,,HDMI 3,,,,,
,HDMI 2,,,,,,,
,HDMI 3,,,,,,,
,APPLE TV,APPLE,LG DS40T,LG,,,,
,UMA,NOS,LG S70TY,LG,XIAOMI TV BOX,XIAOMI,,
,HDMI 4,,,,,,,
JBL XTREME 3(DD),,,,,,,,
,VODAFONE TV,VODAFONE,,,,,,
,VODAFONE TV PL,VODAFONE,,,,,,
,LG S70TY,,,,,,,
,HW-Q930D_N,,,,,,,
,PLAYSTATION 5,PS5,,,,,,
,HDMI 1,,,,,,,
,TV STICK,STRONG,,,,,,
,BEIN 寞?碼万 ?? 碼?魔娩??邈,BEIN,,,,,,
,HDMI 1,,,,,,,
,FIRE TV STICK,,SONOS ARC,SONOS,HDMI 3,,,
,HDMI 1,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 2,,HDMI 3,,,,,
,TV DA SALA DE,,,,,,,
,HDMI 1,,LG US60T,LG,,,,
HT-SF150(30),UBP-X500,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
,HDMI 1,,,,,,,
,HDMI 3,,,,,,,
,HDMI 1,,,,,,,
,HDMI 1,,,,,,,
,FIRE TV STICK,AMAZON,,,,,,
TEUFEL CINEBAR ULTIMA(C4),HDMI 3,,,,,,,
,APPLE TV,APPLE,,,,,,
JBL TUNE 520BT(AF),EVOBOX HD,POLSAT BOX,,,,,,
,AVR-X2700H,,,,,,,
,HDMI 1,,,,,,,
,FIRE TV STICK,,HDMI 2,,GIGATV HOME,,,
,VIRGIN TV 3,VIRGIN(LONDON),,,,,,
JBL BOOMBOX(9D),ZIGGO DECODER,ZIGGO,,,,,,
,DIONE,,,,,,,
,FREEBOX PLAYE,FREE,,,,,,
,AMAZON FIRETV,,CINEMA SB560,JBL,,,,
,FIRE TV STICK,AMAZON,EE TV,EE TV,,,,
,DSTV SET-TOP BOX,DSTV,,,,,,
,LG S40T,LG,,,,,,
,FIRE TV STICK,,LG US20A,,EE TV,,,
,HDMI 3,,,,,,,
,APPLE TV,APPLE,,,,,,
,HDMI 1,,,,,,,
LG US70TY(D7),LG US70TY,LG,HDMI 3,,,,,
,PLAYSTATION 4,PS4,,,,,,
,XIAOMI TV KUTU,DIGITURK,BD-THEATER,SAMSUNG,RECEIVER,SAMSUNG,D-SMART SET 횥ST횥 KUTU,D-SMART
BOSE HOME SPEAKER 300(59),,,,,,,,
[SAMSUNG] SOUNDBAR J-SERIES(B3),,,,,,,,
,HDMI 3,,,,,,,
,HDMI 2,,HDMI 3,,,,,
,HDMI1,,,,,,,
,HDMI 1,,,,,,,
,HTL2163,KPN,HDMI 4,,,,,
ESINKIN BT ADAPTER(75),,,,,,,,
WH-CH520(20),,,,,,,,
,HDMI 1,,,,,,,
,LG US90TY,LG,FIRE TV STICK,,SKY Q,SKY Q,,
,SKY Q,SKY Q,HDMI 4,,,,,
,HDMI 2,,CHROMECAST,,,,,
,EUSKALTEL(NAVARRA) DECODIFICADOR,EUSKALTEL(NAVARRA),,,,,,
,MAGYAR TELEKOM BELT횋RI EGYS횋G,MAGYAR TELEKOM,,,,,,
,SONOS BEAM,SONOS,,,,,,
BTS07(A8),,,,,,,,
,AMAZON FIRE T,,Q1108,,,,,
,DIGITURK SET 횥ST횥 KUTU,DIGITURK,,,,,,
,PLAYSTATION 5,PS5,,,,,,
LG SNH5(6A),TTNET SET 횥ST횥 KUTU,TTNET,,,,,,
SOUNDCORE LIFE Q30(06),,,,,,,,
,ALLENTE 1,STOFA,,,,,,
LG SJ3(31),,,,,,,,
,AMAZON FIRETV,,LG S90TY,BOSE,,,,
,HDMI 1,,CHROMECAST,,,,,
,HDMI 4,,,,,,,
,VSX-1018AH,,,,,,,
,HDMI 4,,,,,,,
,HDMI 1,,HDMI 2,,HDMI 3,,,
,CINEMA 50,,,,,,,
,HW-Q995F,SAMSUNG,APPLE TV,APPLE,,,,
,HDMI 2,,HDMI 4,,,,,
,FIRE TV STICK,,,SKY Q(NORTHERN IRELAND),,,,
,SKY Q,SKY Q(SOUTH),AMAZON OTT,AMAZON,,,,
,,,,,,,,
,HDMI 1,,H/T,,H/T,,,
LG-LK72(69),,,,,,,,
,MSTAR,,,,,,,
,FIRE TV STICK,,,,,,,
,AMAZON FIRETV,AMAZON,HDMI 3,,HD+,,,
,PC,,,,,,,
,CINEBAR DUETT,TEUFEL,,,,,,
,ORANGE TV DEKO,ORANGE,,,,,,
,HDMI 1,,,,,,,
LG SOUND BAR(3F:D3),,,,,,,,
BT HIFI AUDIO(CC),SKY,SKY Q,,,,,,
,VODAFONE BELT횋RI EGYS횋G,VODAFONE,,,,,,
SONOS MOVE (SONOS F48E)(8E),,,,,,,,
,HDMI 2,,,,,,,
,AV,,,,,,,
,HDMI 1,,,,,,,
,SOUNDBAR 500,BOSE,TELENETTVBOX,XBOX,LG CHANNELS,,,
,HDMI 1,,,,,,,
LG OK55  (2E),,,,,,,,
